slice_timing_correction/ref_slice/middle;signal_modeling/hrf/temporal_dispersion_derivs;coregistration/cost_function/mutual_information;signal_modeling/nuisance_regressors/comp_cor;signal_modelling/temporal_noise_autocorrelation/FAST;spatial_normalization/algorithm/DARTEL;spatial_normalization/interpolation/bspline;spatial_normalization/bias_regularisation;spatial_normalization/template/MNI152_linear;spatial_normalization/bias_regularisation/extremely_light;motion_correction_realignment/register_to/mean;spatial_normalization/algorithm/linear;spatial_normalization/bias_regularisation/medium;motion_correction_realignment/register_to/first;spatial_normalization/interpolation/trilinear;slice_timing_correction;spatial_normalization/bias_regularisation/heavy;spatial_normalization/bias_regularisation/light;signal_modeling/nuisance_regressors/motion;spatial_normalization/template/MNI152_nonlinear;coregistration/cost_function/entropy_correlation_coefficient;signal_modeling/hrf/temporal_derivs;signal_modeling/nuisance_regressors;signal_modelling/temporal_noise_autocorrelation/AR1;coregistration/cost_function/normalised_mutual_information;slice_timing_correction/ref_slice;coregistration/cost_function/normalised_cross_correlation;spatial_smoothing/fwhm;coregistration/source_target/func_on_anat;spatial_normalization/template/MNI305;spatial_normalization/bias_fwhm;spatial_normalization/bias_regularisation/very_light;coregistration/source_target/anat_on_func;slice_timing_correction/ref_slice/first;spatial_normalization/interpolation/nearest_neighbour;signal_modeling/hrf/canonical;id;spearman_from_ref;spearman_from_mean;cluster;pearson_from_mean
False;False;False;False;True;False;False;False;False;0;True;False;0;False;False;False;0;0;0;False;False;True;False;False;False;False;True;2;False;False;0;0;True;False;True;False;ffcb718b2eaf9394c568665e65cb40e5b070ae63c2dd919ca40f3a7928862f1c;0.0709534467050996;0.6184172196538068;16.0;0.7582072655037229
False;False;False;False;False;False;False;False;False;0;False;False;0;True;False;True;0;0;0;False;False;False;False;True;False;True;True;2;False;False;0;0;True;True;True;True;feab8ae1876aa48443abaa18321734904704e9942319a115729c4fef6fb1e0cc;0.0482191135690264;0.5369423202401757;18.0;0.6826000694393018
False;True;False;False;False;False;False;False;False;0;True;False;0;False;True;True;0;0;24;False;False;False;True;True;False;True;True;6;False;False;0;0;True;True;False;False;fe688e0a939b6f42077fb10a91b6950bb62fa2099642981f9357bc86e780e42a;0.0860418739523325;0.6826134952840551;14.0;0.8107043419846213
True;False;False;False;True;False;False;False;False;0;True;False;0;False;True;True;0;0;18;False;False;False;True;False;False;True;True;8;False;False;0;0;True;False;False;True;fdfe594ab6fd48be7875a47b1997bc7714f6f246b590804e44efdbf7007e9748;0.1650412877680789;0.7629462418889376;10.0;0.8763350955095732
False;False;False;False;True;False;False;False;False;0;False;False;0;True;False;False;0;0;0;False;False;True;False;False;False;False;True;0;True;False;0;0;False;False;True;False;fc806f15b30502dd1aec3ce42dfefc11a59fdd883d5acde808d99f3e3d003743;0.0472313606136153;0.49592705867125025;16.0;0.6310230420793053
True;False;False;False;False;False;False;False;False;0;True;False;0;False;True;True;0;0;18;False;False;False;True;True;False;True;True;4;False;False;0;0;True;False;False;True;fb9ba3f0987a61728151dd1a2ae12accf3b5a17808a6d8be5fea639d709e8f64;0.1085857120873795;0.7367399888030755;13.0;0.8654816102843601
True;False;False;False;False;False;False;False;False;0;True;False;0;False;True;True;0;0;6;False;False;True;True;True;False;True;True;10;True;False;0;0;False;False;False;False;fb188022248e9ed0ba204eb36e24ecfc05435b87431c175b82867d85dc678df5;0.1829890389015873;0.7374677728973088;10.0;0.8511428008247625
False;False;False;False;False;False;False;False;False;0;False;False;0;True;False;False;0;0;24;False;False;True;True;True;False;False;True;12;True;False;0;0;False;False;True;False;f8f92d795e592af52f3c6bda985642e0ab0932720aabcfb00b78212b3bece824;0.1914533699880828;0.7050842795790224;10.0;0.8137623866036545
False;False;False;False;False;False;False;False;False;0;True;False;0;False;False;True;0;0;18;False;False;False;True;True;False;True;True;8;False;False;0;0;True;True;True;True;f8ef9b09c0508d22b3609490b000bcff0c39fcf3b76fec4420909220cfed5a46;0.1123902863927143;0.6387131630632372;11.0;0.7678700114965281
True;True;False;False;True;False;True;False;False;0;False;False;0;True;False;True;0;0;6;False;False;False;True;False;False;True;True;12;False;False;0;0;True;False;False;False;f59a273dc5269e3b8d7bf3265cf55cdaedf6857768257040efacfa48bc28b6b3;0.1321534606226453;0.6668204698077561;12.0;0.7826549798464135
True;False;False;False;False;False;False;False;False;0;False;False;0;True;True;True;0;0;24;False;False;True;True;True;False;True;True;4;True;False;0;0;False;False;False;False;f4fd2554605db2f4a73f3c73635f99d9c4206e57320d868d0d5a3bee667e9280;0.1039878481166847;0.7329872410224177;13.0;0.8615204857166904
False;True;False;False;True;False;False;False;False;0;False;False;0;True;True;True;0;0;18;False;False;False;True;False;False;True;True;12;False;False;0;0;True;True;False;False;f2301ca2b71160f400d46079d144d04beb0d3afafb49396907e1da25adf9b735;0.1196140339232313;0.6254653395959342;12.0;0.7445352849223628
False;True;False;False;True;False;True;False;False;0;False;False;0;True;False;False;0;0;0;False;False;False;False;False;False;False;True;10;True;False;0;0;False;False;False;False;f16bcb62790830acf6285aee352f2bb72ef76c0657db8ba43f0119698a702432;0.1289395360431815;0.7025407381771852;12.0;0.8155733648415309
True;True;False;False;True;False;True;False;False;0;True;False;0;False;False;True;0;0;18;False;False;False;True;False;False;True;True;8;False;False;0;0;True;False;False;False;eab358fecf08ed5c3a6172370afa5fc2c5d5b39349923bae8511cefdd17a9f60;0.1159308158119598;0.7300321338681502;12.0;0.8478794221636674
False;True;False;False;False;False;True;False;False;0;True;False;0;False;False;False;0;0;6;False;False;False;True;True;False;False;True;12;True;False;0;0;False;False;False;False;ea13f5b85bbbe5e2c0912e69677378155e70618d174f02ca06a68fceaa241a7d;0.1415469301551493;0.6723395207855799;12.0;0.7813862799234514
False;False;False;False;False;False;False;False;False;0;False;False;0;True;False;True;0;0;0;False;False;True;False;True;False;True;True;8;True;False;0;0;False;True;True;False;e8d2343c498c9b3767c38295157e91dfd18c1f16bad0c70790ec14b59621a307;0.1232081542968653;0.688334556533604;11.0;0.8176228046225815
False;False;False;False;False;False;False;False;False;0;False;False;0;True;False;False;0;0;24;False;False;False;True;True;False;False;True;6;False;False;0;0;True;False;True;True;e7dce53837e709fce8998b966b2369dfc05ed44953da7459a5c685b86a9544a1;0.1372907951038812;0.7677597451892143;13.0;0.8861835233067995
False;True;False;False;True;False;True;False;False;0;True;False;0;False;False;False;0;0;0;False;False;False;False;False;False;False;True;2;False;False;0;0;True;False;False;False;e2b5e0a84e8008ff3fa7061c19d8f3266bfe9641f116b777b394b8edbd8fa7a6;0.0600255607799334;0.6129682153837548;17.0;0.7476074093569317
True;True;False;False;False;False;False;False;False;0;False;False;0;True;False;True;0;0;24;False;False;False;True;True;False;True;True;0;True;False;0;0;False;False;True;False;e244a7d4232e4370f43c6ecd86ee1be4660bf33a7f42ce888d35f172504ba29d;0.035958807872602;0.4818049984196156;17.0;0.611834819977272
False;False;False;False;True;False;True;False;False;0;True;False;0;False;False;False;0;0;18;False;False;True;True;False;False;False;True;4;False;False;0;0;True;False;False;False;def1c8866905074abfc75fa0d79db755a37a7b0205d78b66fe7d38dfc6e7a0e0;0.1051253674323661;0.7272233223538879;13.0;0.8539592778702493
False;False;False;False;False;False;False;False;False;0;True;False;0;False;False;False;0;0;6;False;False;True;True;True;False;False;True;8;False;False;0;0;True;False;True;False;dddda7893b0e84b0cf63250dd1af0875802f8bd5a96949ca73ed50ee5d8034f4;0.1626469886492289;0.7611317796731353;10.0;0.873327689758392
False;True;False;False;False;False;False;False;False;0;True;False;0;False;True;True;0;0;0;False;False;False;False;True;False;True;True;2;False;False;0;0;True;True;False;False;dc9d22757b13a0b92b833cffa9cf318c4ee032d48349b25a747a8cb2bc4ef9bf;0.0488782085428268;0.5591617908057014;17.0;0.6946381776337487
True;True;False;False;True;False;False;False;False;0;True;False;0;False;True;True;0;0;18;False;False;False;True;False;False;True;True;4;True;False;0;0;False;False;False;False;db306050068ffe6075a71b03187f203e1f703af252b1dda5b451567ec329da18;0.0790550455305113;0.7084211940428962;14.0;0.8356677165104643
False;True;False;False;True;False;False;False;False;0;True;False;0;False;True;False;0;0;24;False;False;False;True;False;False;False;True;8;True;False;0;0;False;False;False;False;d9c4241938d957eabcb5550e84d25da8650b31716243f2f55ce54386c2911de9;0.122510619994121;0.7330604643391677;12.0;0.847112741189364
True;False;False;False;True;False;True;False;False;0;False;False;0;True;False;True;0;0;0;False;False;False;False;False;False;True;True;14;False;False;0;0;True;False;False;True;d2d2879f41c4030f564d1f61b7cdcf8a87549b555af562df0fc29bba4388eb8a;0.2061786031511977;0.6684323230034511;10.0;0.7748765227432785
True;True;False;False;False;False;False;False;False;0;False;False;0;True;False;True;0;0;24;False;False;False;True;True;False;True;True;14;False;False;0;0;True;False;True;False;d0f578fe01615767bb06dd1cc7c4d939f9e18afef3ec37b72b635b74ac763872;0.140714915698379;0.6385790320315043;12.0;0.7460398308563067
False;False;False;False;True;False;True;False;False;0;True;False;0;False;False;True;0;0;6;False;False;False;True;False;False;True;True;0;False;False;0;0;True;True;False;True;cf0273adb8e8c796b3258d40217d8fd9ba2db4a525b1d90404a20bcf735d5537;0.0330666893115012;0.4346664530776042;18.0;0.5648776999750293
True;False;False;False;True;False;False;False;False;0;False;False;0;True;True;True;0;0;6;False;False;True;True;False;False;True;True;10;False;False;0;0;True;False;False;False;ce0eea955f85a86a18c57961e6cefd81d22bcdae36ff6a30327665a1a4298152;0.1805413500593995;0.7370465015462756;10.0;0.851062360592919
True;False;False;False;True;False;False;False;False;0;False;False;0;True;False;True;0;0;18;False;False;True;True;False;False;True;True;0;False;False;0;0;True;False;True;False;ccb3fe088bba1be2fa2f4f769b4691b816918287de4e9834fff69a5b54ceb568;0.0454562663100789;0.5007221651600581;16.0;0.638522354159449
False;False;False;False;True;False;True;False;False;0;True;False;0;False;False;True;0;0;6;False;False;True;True;False;False;True;True;4;False;False;0;0;True;True;False;False;cc941e914c14822e394a07d046db5007a0062f7ff010356e8ef74ecaa21de1f3;0.0775728511258195;0.6563191797043939;15.0;0.8015249664376669
True;False;False;False;False;False;False;False;False;0;True;False;0;False;False;True;0;0;24;False;False;True;True;True;False;True;True;4;False;False;0;0;True;False;True;False;c60717d8d69cdbb76fa0a3bdb23b8cc1f7950a509d5f1a12abff2859b360090c;0.1055346685768122;0.7361991070241005;13.0;0.8628166749188169
False;False;False;False;True;False;True;False;False;0;True;False;0;False;False;False;0;0;6;False;False;False;True;False;False;False;True;8;False;False;0;0;True;False;False;True;c2d1613c67c7a2d8f4932a87a66aae61dba693fda51b1fce6bbf841ff9da3c59;0.1609639400916394;0.7570405770800644;10.0;0.8717564839181481
True;True;False;False;True;False;False;False;False;0;False;False;0;True;False;True;0;0;24;False;False;False;True;False;False;True;True;8;False;False;0;0;True;False;True;False;bf983fa3e053a35f3ee86ed7bafbdd82b4d33ac75b9a7cc0f58e1da7b6943b9a;0.1136948719366057;0.7267681978460099;12.0;0.845820983406136
True;True;False;False;False;False;False;False;False;0;False;False;0;True;True;True;0;0;0;False;False;False;False;True;False;True;True;6;True;False;0;0;False;False;False;False;bdf8eb3cafecfde84b59c2d6d69ddec1bf3fa059381f742c70fa55d69b00d81f;0.0993762554732342;0.7397199415885973;14.0;0.8584665849277601
False;False;False;False;True;False;False;False;False;0;False;False;0;True;True;False;0;0;0;False;False;False;False;False;False;False;True;2;True;False;0;0;False;False;False;True;ba6ac39e0eaaeb81ad58c1b70d19125a03ef4ce0ffb2a91f8a575c707ebc5f1f;0.0724154780149958;0.6247657261119625;16.0;0.7665512387976906
False;True;False;False;False;False;False;False;False;0;False;False;0;True;True;True;0;0;0;False;False;False;False;True;False;True;True;0;True;False;0;0;False;True;False;False;b7da17322638c0ac606a13b8848eba5005c4006fc0e54cdade5233d3ef685005;0.0318388137375781;0.4458943530294919;17.0;0.5711416704440597
True;False;False;False;False;False;False;False;False;0;True;False;0;False;False;True;0;0;24;False;False;True;True;True;False;True;True;12;True;False;0;0;False;False;True;False;b6f9cfcfe9fbf248f2ec6c5223c1d61df1ab2d86105881e27c99c7f77077785e;0.1967392273410801;0.7060087566687201;10.0;0.8165006190994017
