spatial_smoothing/fwhm/12;spatial_smoothing/tool/spm;slice_timing_correction/ref_slice/middle;signal_modeling/hrf/temporal_dispersion_derivs;spatial_normalization/bias_fwhm/130;spatial_normalization/template;signal_modeling/hrf;signal_modeling/nuisance_regressors/motion/18;spatial_smoothing/fwhm/2;coregistration/cost_function/mutual_information;coregistration;signal_modeling/nuisance_regressors/comp_cor;signal_modelling/temporal_noise_autocorrelation/FAST;coregistration/tool;spatial_normalization/algorithm/DARTEL;spatial_normalization/interpolation/bspline;spatial_normalization/bias_regularisation;spatial_normalization/template/MNI152_linear;coregistration/cost_function;coregistration/source_target;spatial_normalization/bias_regularisation/extremely_light;signal_modeling/nuisance_regressors/motion/24;coregistration/tool/spm;spatial_normalization/bias_fwhm/40;spatial_normalization/bias_fwhm/30;spatial_normalization/template/Ixi549Space;spatial_smoothing/fwhm/4;motion_correction_realignment/register_to/mean;spatial_normalization/bias_fwhm/150;segmentation;spatial_normalization/tool;spatial_normalization/algorithm/linear;spatial_normalization/bias_regularisation/medium;distorsion_correction;spatial_smoothing/fwhm/6;spatial_normalization/bias_fwhm/100;motion_correction_realignment/register_to/first;spatial_normalization/interpolation/trilinear;slice_timing_correction;slice_timing_correction/tool;spatial_normalization/bias_regularisation/heavy;spatial_normalization/bias_regularisation/light;spatial_normalization/interpolation;spatial_normalization/bias_fwhm/70;spatial_normalization/bias_fwhm/60;signal_modeling/nuisance_regressors/motion;spatial_normalization/template/MNI152_nonlinear;spatial_smoothing/tool;coregistration/cost_function/entropy_correlation_coefficient;signal_modeling/tool/SPM;motion_correction_realignment;signal_modeling/hrf/temporal_derivs;signal_modeling/nuisance_regressors;signal_modeling/tool;spatial_normalization/tool/spm;signal_modelling/temporal_noise_autocorrelation/AR1;signal_modelling/temporal_noise_autocorrelation;coregistration/cost_function/normalised_mutual_information;slice_timing_correction/ref_slice;coregistration/cost_function/normalised_cross_correlation;spatial_normalization/bias_fwhm/90;preprocessing;spatial_smoothing/fwhm;coregistration/source_target/func_on_anat;spatial_normalization/algorithm/nonlinear;spatial_normalization/template/MNI305;spatial_normalization/bias_fwhm/120;motion_correction_realignment/tool/spm;spatial_normalization/algorithm;motion_correction_realignment/tool;motion_correction_realignment/register_to;slice_timing_correction/tool/spm;spatial_normalization;spatial_smoothing/fwhm/14;spatial_smoothing;spatial_normalization/bias_fwhm/80;spatial_smoothing/fwhm/10;spatial_normalization/bias_fwhm;spatial_normalization/bias_regularisation/very_light;pipeline;coregistration/source_target/anat_on_func;signal_modeling/nuisance_regressors/motion/6;spatial_normalization/bias_fwhm/110;spatial_normalization/bias_fwhm/140;signal_modeling;slice_timing_correction/ref_slice/first;spatial_smoothing/fwhm/8;spatial_normalization/interpolation/nearest_neighbour;first_level;signal_modeling/hrf/canonical;id;from_ref;from_mean;from_33210c8a5f0e3921b5074eb7a4abd82a5b4f6e7acfb02db00e525f07dc8b4bd3;from_1bd27c273e9f4d9eec9254015501cc8d1eeb109a6cc6ff25c55bfc81f210bb23;from_e2981f97fc870a8fc8a66d9a40c3cc8dcb21be746ad83ecbcc320c8fe4298a73;from_bdab21629030923da17e248d7689fc21eb1abea0d889d3b44c67b4baf6a07de5;from_6363ceb4ad5221e2fd865e8ba9181032905c33814f925c2e960adcd5354485e4;from_2566dc31e9fbea6d892a21f56ecb62ff9df850705b65b17754f772d13f060284;from_6b4189bcd2f407a23e0ebc2d14de55529eaab1b0f5a612ba46b79d019b03cc46;from_c475f858fc2881ef01d1d4b705346000d23d56508ee89dcbf18e173daf48de57;from_5b935ba44056218711fe041d9e5000904a788b010f7c12dd70041a2e5cc4e135;from_05a74cdcbd5faa976b866eec5a083de5e3945cc85a8971c44863127732e7026d;mean_corr
False;True;False;True;False;True;True;True;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;22f9009af1f1b57ffe37f9242570c0e9a337427b6da991d5aa0d3acb0433db8e;0.5458258805771501;0.6553112996767063;0.5897438249321401;0.4345367462428292;0.4398800312423244;0.5456634630106039;0.1840992742369151;0.3155785356561554;0.710985725733446;0.955362835844042;0.5229328270357443;0.6101433835596124;0.4390679578518277
False;True;True;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;993eb416c4d45e84c2c3b40481fb9904cc11cb1f337c9e41889f0b0a83cd54a9;0.6159376571578749;0.6684034123783176;0.3451979171040322;0.4564483973933203;0.4575395923248105;0.6158122495389723;0.1682293661839429;0.3137980057614384;0.4828852074368286;0.5690246046108229;0.6324243298325833;0.3614895484384478;0.44715372555281013
False;True;False;True;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;False;False;False;True;False;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;1cf64e23f197f0ef378990ec664047e37dcbee01e63e57eb48a9c4880a9f697e;0.3350573886785137;0.4225394301461299;0.6109733166271902;0.4631378511701297;0.4651136314785385;0.3349557403544213;0.6386763091337134;0.5899562598419625;0.2843011802891343;0.2732468156318006;0.1868604161542628;0.617515483728281;0.3016439106519261
True;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;False;False;True;False;8b57e72e73db4f7cf6eb9277407d351c1b2f8ff5f24997e55a46ed74ebce6082;0.6762982599004215;0.695909105612276;0.3968687316229407;0.506744451863823;0.5099275961711099;0.6763821070872875;0.1789369194661331;0.3539028653095848;0.5143117409093324;0.6264691661998383;0.5913692499342627;0.4167997773598882;0.4676929304685682
False;True;True;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;58384d237d3b147062008aee26d18b2db11c792cc6e1805cfaa85c838aa694ed;0.8362251185738995;0.663371549330369;0.6361131643421989;0.993965126114605;0.9817688316737516;0.8361455457709993;0.4962338619299978;0.772053495360192;0.4625246451787669;0.4268484771373932;0.4327221017298367;0.6417916671114595;0.4513750582754384
False;True;False;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;aafb3f76c040bb72ccdcca3cb3839956d2684b431c6cef8a27924568927db561;0.5936506867593823;0.6282758971287099;0.9371113558801828;0.6421521777418533;0.6451416945788977;0.5933936473624211;0.4432485799403359;0.576241286620377;0.5826492352030603;0.6035898898473704;0.3925576593457804;0.982278815866872;0.42639656743908216
False;True;False;False;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;True;79fb25b5c0d396600d3691cc2deb9d5a2b507c537cf70dc930431cc0609138a9;0.8932703469661306;0.7145260676299743;0.5585051394894283;0.7849373495648518;0.7862754082865152;0.8934022356127815;0.3413718753605166;0.613721685903772;0.5424911893420478;0.524998835024594;0.5527233413649114;0.5697258435078102;0.4804826579053288
False;True;True;True;False;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;1f894fbb2593c4f3a8e6be90992e95bf87b1f52f1940df0e6ff0d395234dfbee;0.0550979808074385;0.2666300758152045;0.0723349462038443;0.0464796517135747;0.048201889911741;0.0550285361951204;0.0171603042814991;0.0351379443190321;0.0817485418620765;0.1118363390662978;0.0491281394551657;0.0747090451309744;0.1631813807112686
False;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;ea6f08259042b45cb208471b9b5fb3385b5730435e102ebaff2c5142d1f272be;0.5805154005355344;0.6092363525552543;0.6949240650936462;0.5419417128262197;0.5403905943889887;0.5800183415909486;0.324013145378045;0.4281105346735391;0.8787195893887702;0.6517110127427403;0.4847534602796607;0.6635619096871076;0.4148239481265575
False;True;False;True;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;True;True;False;5e11ee50e6760a1e1e201008eeefbc89febcb4f70bd30638d79765b87729e729;0.5805154005355344;0.6092363525552543;0.6949240650936462;0.5419417128262197;0.5403905943889886;0.5800183415909486;0.324013145378045;0.4281105346735392;0.8787195893887703;0.6517110127427403;0.4847534602796607;0.6635619096871076;0.4148239481265575
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;False;False;False;True;False;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;00b1453ab4e3eca8e1f1945fb5e41888754ce00aeffb87a501eb5ebc97c265b1;0.3354258329980353;0.4236431504302567;0.6106342780645673;0.4642597799843346;0.4651834992802929;0.3352927532325175;0.6436843562391458;0.5910429349454628;0.2863308361285544;0.2728740620703486;0.1890771448500322;0.6172016303279199;0.3023894018148038
False;True;False;False;False;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;189812476a49e80a2927d98aa539fb681716523920060a165eb2ab0a6d69ca1a;0.0711055960707775;0.2836918414655069;0.0571084275322808;0.0595090202109089;0.060916805579102;0.0709943196438446;0.0220252375144145;0.0441041972920875;0.0623037191682949;0.087497376836864;0.0592992451295544;0.0591454727857166;0.1721897693658363
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;True;False;True;True;c2d1613c67c7a2d8f4932a87a66aae61dba693fda51b1fce6bbf841ff9da3c59;0.1609639400916394;0.4228098464541526;0.113356558694045;0.1187322346098921;0.1216955968839624;0.160897753904049;0.0444061538563275;0.0884093348399105;0.1503647564226788;0.1950999682573436;0.1777078162392684;0.1182040172806297;0.2630900508334578
True;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;6758a19008ca5c346d1d7c4373a48e7124dc4f798687d5cee5c4f8231471cca2;0.6788349564008036;0.6948409509997865;0.3920095399195162;0.5083458178589992;0.5097834709072305;0.6788537100748614;0.1824941114005089;0.3536904870622689;0.5144031664359566;0.6154489031500315;0.6110722758431314;0.4115148719864087;0.4674057167975185
True;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;f909b2dc21dc451d916f2efeae98928b4d203414cff2a338b0538c26ed6c04da;0.6788349564008036;0.6948409509997865;0.3920095399195162;0.5083458178589991;0.5097834709072305;0.6788537100748614;0.1824941114005089;0.3536904870622689;0.5144031664359566;0.6154489031500315;0.6110722758431314;0.4115148719864087;0.4674057167975185
False;True;True;False;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;9256613301f254523285d25c1d68e8963d778bc7c619b9153de28282b23f383c;0.1623347729678171;0.4156731689956089;0.1090870609117286;0.1194871494105665;0.1223353417839241;0.1621901250157685;0.0387525386519573;0.0826115537449971;0.1407329439194984;0.1944213213355536;0.1501730901009893;0.1154844232603332;0.2584894320859065
False;True;True;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;8cd96d576db089bfe88536ed3d5d7d8a86efe66b16cb2099fa4a134298879df6;0.1623347729678171;0.4156731689956089;0.1090870609117286;0.1194871494105665;0.1223353417839241;0.1621901250157685;0.0387525386519573;0.0826115537449971;0.1407329439194984;0.1944213213355536;0.1501730901009893;0.1154844232603332;0.2584894320859065
False;True;True;True;False;True;True;False;False;True;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;4eececfdb902f0c451d7f5e3f85700a04ae87a96d54c694b75e190cc84c8c541;0.5343620380102253;0.6462713707602409;0.5987986769956215;0.4271565747038601;0.4325349406960996;0.5341867365024929;0.1825884431653932;0.3111401449048511;0.7380577235204812;0.996022663620673;0.517471409885036;0.604194631393285;0.4343854107753927
False;True;False;False;False;True;True;False;True;False;True;False;False;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;b3ad3b059b68114bce97c984a61e81dc563239c13a175da5739e3e67cfb8d0ff;0.5956062402204886;0.5572573962185774;0.5613680719185576;0.7727425301536327;0.7709090118145917;0.5953737362940623;0.6447675379120108;0.9727169592384404;0.3436396393195005;0.3030700851781937;0.3058569374581755;0.5639960135937702;0.39072773601071553
False;True;True;True;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;False;False;False;True;False;False;True;True;False;1a9b66ca62b707f3b1a8ec1d0c339ab513ab0f3911bd5d02f2f8d75623c1d1dc;0.5335265357892683;0.6481673159930776;0.5975388769976582;0.4266692155496632;0.4311467067155277;0.5333197143166111;0.183678170019026;0.3115803311674534;0.7469834239427368;0.982068983843635;0.5260750422149066;0.6030433124830673;0.43578105793632993
False;True;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;True;False;33d4b941014cfb9790e8817dc39c7119165681ec8bb612694b97eb584ac74e4a;0.5335265357892683;0.6481673159930776;0.5975388769976582;0.4266692155496632;0.4311467067155277;0.5333197143166111;0.183678170019026;0.3115803311674534;0.7469834239427368;0.982068983843635;0.5260750422149066;0.6030433124830673;0.43578105793632993
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;863cdfaea358cc16c489b2b696147dd2041109f5904cea13d57bc2b1045bd85e;0.6118094464845325;0.6300349486614913;0.3684646758685684;0.4780140656923723;0.4704694002063402;0.6120102342272689;0.2507606954294301;0.3233362959134142;0.4988283108659938;0.5017264818896031;0.9007143475052958;0.3814681467717841;0.42971572169718203
False;True;True;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;8e606913d6ad9f9c5da9337c7dd100a83768985ddcc7f092972ebc9dcb64d08d;0.4504503168507325;0.6080094964674151;0.4785012808987061;0.3470530834606706;0.3512721428527466;0.4502793644952575;0.1377099549302056;0.251884447777257;0.6632994600401876;0.8771004149657204;0.4793854216311161;0.4877476789642465;0.40470582181337317
False;True;True;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;7dccf47307e8f6e0db1be1b674f9b21d1f462e4ce5b5c5169aa7fe011e27ea3f;0.4504503168507325;0.6080094964674151;0.4785012808987061;0.3470530834606706;0.3512721428527466;0.4502793644952574;0.1377099549302056;0.251884447777257;0.6632994600401876;0.8771004149657204;0.4793854216311161;0.4877476789642465;0.40470582181337317
False;True;False;True;False;True;True;False;True;True;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;b2ceb2fb9a88cdd4debfa82a5482eca408af2a9f66f9e9ebd609a4526012a175;0.4673861099268507;0.5334880177140717;0.7992873919981195;0.5833594821738727;0.5854538304409641;0.4674261641592701;0.5844597358378303;0.6407271772684923;0.4229773211901245;0.4162046828583188;0.2810663871026769;0.8131233545791329;0.3729604638937976
False;True;True;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;True;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;False;False;True;False;False;False;True;False;110ce0f94d44ef9f5978a8a0db1b290c10e3ebf630b482609638c7b602494830;0.035958807872602;0.2082249650175112;0.0485561311682369;0.0311124384871966;0.0325275287576241;0.0358576004984018;0.0117575553005232;0.0240573479777177;0.0519904181165133;0.0714850269040836;0.0312106411331072;0.0503460622429844;0.1263157064465702
False;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;False;True;True;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;00b95c6e4631f7258dc53e845ba95abc5ea39e7e850d5ba129abe7186cad90d3;0.0492850056805845;0.2263447089770374;0.0409725061214958;0.0413708901161927;0.0418846751540031;0.0494094617087576;0.0163563305693984;0.0316627878325458;0.0440895429195511;0.0601462853559449;0.0434468234589148;0.0426141306536469;0.13684647871204839
False;True;True;False;False;True;True;False;True;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;True;True;False;41687eab26f1c333f3b9b7160021f3ce0e6e498c4ff50a299409a5bc801fbdde;0.6182054201824866;0.558875308606601;0.5820754362397838;0.8139830955814168;0.8114730460940027;0.6183438314455628;0.6507146914894338;0.8897100269135542;0.3456463121054226;0.3063427030468191;0.3072363184058156;0.5829035924289594;0.3925123987905057
False;True;True;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;9a0c152873b760c9aed0a74d1580095c9e7e954014c7728f8e4172fe8b06d7e4;0.1623347729678171;0.4156731689956089;0.1090870609117286;0.1194871494105665;0.1223353417839241;0.1621901250157685;0.0387525386519573;0.0826115537449971;0.1407329439194984;0.1944213213355536;0.1501730901009893;0.1154844232603332;0.2584894320859065
False;True;True;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;5ce4280986089f300216eb772f9626ebec64aeeffcde5acdc2e0ec8515b958fd;0.6159376571578749;0.6684034123783176;0.3451979171040321;0.4564483973933203;0.4575395923248105;0.6158122495389723;0.1682293661839429;0.3137980057614384;0.4828852074368286;0.5690246046108228;0.6324243298325835;0.3614895484384477;0.44715372555281013
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;False;False;True;True;False;b09590a81defa1ea3d0aba5b6de62f19a47fb62ba7877642445b068420c877d4;0.7589505400458249;0.7134747402108381;0.4405500650612213;0.5792416349190698;0.58068058316604;0.7588731894711829;0.2094840944430838;0.4052498896500945;0.5449124191200183;0.6247103151980806;0.6153516311468378;0.4592429186080637;0.480921020770362
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;True;True;False;e1325dcfe659afe868575493280143290752ac3ce9b690f067a878ce84476383;0.7078155364253;0.6406697246056942;0.5140976697615391;0.645233590360004;0.636550833208425;0.7079336561475951;0.4209999024814409;0.4801517472602966;0.5159487350137618;0.4478512064410545;0.7408762793064686;0.5178253166990108;0.4369786583541782
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;True;True;False;b6531fb608ad213488c7d8486b978f8eb190781845aad6f17ddf6cc01fdd40af;0.7078155364253;0.6406697246056942;0.5140976697615391;0.645233590360004;0.636550833208425;0.7079336561475951;0.420999902481441;0.4801517472602966;0.5159487350137618;0.4478512064410545;0.7408762793064686;0.5178253166990108;0.4369786583541782
True;True;True;False;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;1352c162f380040b0b2749b74ee6f8ba378f462ba325c5dea7763738dc6d3659;0.6784648916876757;0.6941948748693538;0.3808332455577549;0.5076812488758484;0.508875023036792;0.6785032090817272;0.191100511508609;0.3491703448031379;0.5190514054405159;0.5908840506571517;0.6627233584342419;0.3958885087825716;0.4668121204599224
True;True;True;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;060897dfaff7ff78631d0dd54f271a66e532288a89ac0307fc04d0dd316c8789;0.6766883779739199;0.6952893703520927;0.3872834655137759;0.5061185105058907;0.5093868352062012;0.6767051724695343;0.1866039806247255;0.3497960392914186;0.5192179531296478;0.6054700104055514;0.6376262093632896;0.4026258218633672;0.46685644609081367
