spatial_smoothing/fwhm/12;spatial_smoothing/tool/spm;slice_timing_correction/ref_slice/middle;signal_modeling/hrf/temporal_dispersion_derivs;spatial_normalization/bias_fwhm/130;spatial_normalization/template;signal_modeling/hrf;signal_modeling/nuisance_regressors/motion/18;spatial_smoothing/fwhm/2;coregistration/cost_function/mutual_information;coregistration;signal_modeling/nuisance_regressors/comp_cor;signal_modelling/temporal_noise_autocorrelation/FAST;coregistration/tool;spatial_normalization/algorithm/DARTEL;spatial_normalization/interpolation/bspline;spatial_normalization/bias_regularisation;spatial_normalization/template/MNI152_linear;coregistration/cost_function;coregistration/source_target;spatial_normalization/bias_regularisation/extremely_light;signal_modeling/nuisance_regressors/motion/24;coregistration/tool/spm;spatial_normalization/bias_fwhm/40;spatial_normalization/bias_fwhm/30;spatial_normalization/template/Ixi549Space;spatial_smoothing/fwhm/4;motion_correction_realignment/register_to/mean;spatial_normalization/bias_fwhm/150;segmentation;spatial_normalization/tool;spatial_normalization/algorithm/linear;spatial_normalization/bias_regularisation/medium;distorsion_correction;spatial_smoothing/fwhm/6;spatial_normalization/bias_fwhm/100;motion_correction_realignment/register_to/first;spatial_normalization/interpolation/trilinear;slice_timing_correction;slice_timing_correction/tool;spatial_normalization/bias_regularisation/heavy;spatial_normalization/bias_regularisation/light;spatial_normalization/interpolation;spatial_normalization/bias_fwhm/70;spatial_normalization/bias_fwhm/60;signal_modeling/nuisance_regressors/motion;spatial_normalization/template/MNI152_nonlinear;spatial_smoothing/tool;coregistration/cost_function/entropy_correlation_coefficient;signal_modeling/tool/SPM;motion_correction_realignment;signal_modeling/hrf/temporal_derivs;signal_modeling/nuisance_regressors;signal_modeling/tool;spatial_normalization/tool/spm;signal_modelling/temporal_noise_autocorrelation/AR1;signal_modelling/temporal_noise_autocorrelation;coregistration/cost_function/normalised_mutual_information;slice_timing_correction/ref_slice;coregistration/cost_function/normalised_cross_correlation;spatial_normalization/bias_fwhm/90;preprocessing;spatial_smoothing/fwhm;coregistration/source_target/func_on_anat;spatial_normalization/algorithm/nonlinear;spatial_normalization/template/MNI305;spatial_normalization/bias_fwhm/120;motion_correction_realignment/tool/spm;spatial_normalization/algorithm;motion_correction_realignment/tool;motion_correction_realignment/register_to;slice_timing_correction/tool/spm;spatial_normalization;spatial_smoothing/fwhm/14;spatial_smoothing;spatial_normalization/bias_fwhm/80;spatial_smoothing/fwhm/10;spatial_normalization/bias_fwhm;spatial_normalization/bias_regularisation/very_light;pipeline;coregistration/source_target/anat_on_func;signal_modeling/nuisance_regressors/motion/6;spatial_normalization/bias_fwhm/110;spatial_normalization/bias_fwhm/140;signal_modeling;slice_timing_correction/ref_slice/first;spatial_smoothing/fwhm/8;spatial_normalization/interpolation/nearest_neighbour;first_level;signal_modeling/hrf/canonical;id;from_ref;from_mean;from_33210c8a5f0e3921b5074eb7a4abd82a5b4f6e7acfb02db00e525f07dc8b4bd3;from_1bd27c273e9f4d9eec9254015501cc8d1eeb109a6cc6ff25c55bfc81f210bb23;from_e2981f97fc870a8fc8a66d9a40c3cc8dcb21be746ad83ecbcc320c8fe4298a73;from_bdab21629030923da17e248d7689fc21eb1abea0d889d3b44c67b4baf6a07de5;from_6363ceb4ad5221e2fd865e8ba9181032905c33814f925c2e960adcd5354485e4;from_2566dc31e9fbea6d892a21f56ecb62ff9df850705b65b17754f772d13f060284;from_6b4189bcd2f407a23e0ebc2d14de55529eaab1b0f5a612ba46b79d019b03cc46;from_c475f858fc2881ef01d1d4b705346000d23d56508ee89dcbf18e173daf48de57;from_5b935ba44056218711fe041d9e5000904a788b010f7c12dd70041a2e5cc4e135;from_05a74cdcbd5faa976b866eec5a083de5e3945cc85a8971c44863127732e7026d;mean_corr
False;True;True;False;False;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;7f594d057d7ac80c82654dd762d6752dc5f045769b3367c8b73a47e915702fd3;0.8360711965568186;0.6634538411141752;0.6364254435226931;0.9908839111842116;0.9816040947279276;0.8362072036562374;0.4961149769057839;0.7720091069181664;0.4623984155081891;0.4269174253272433;0.4324372790539163;0.6420020700802633;0.4513008999440056
False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;0e2f85190593612395279ed1ce24dc173149ac2640d16241a1d841b1540aa1a8;0.1626469886492289;0.4189885598038878;0.1093066375931897;0.1205837158631387;0.1230805657184007;0.1625185128428995;0.0432344554161282;0.0863868827584355;0.1396771589345437;0.1891343239705053;0.1658697334426419;0.11470075925104;0.2598657062606183
False;True;False;True;False;True;True;True;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;3d22a9c5400414020898a40109ac87b650066beab67be64943f8cf1b086827f2;0.0600255607799334;0.2733861739804097;0.0768295996568779;0.0501296473609362;0.0519674459033919;0.0599420587800958;0.0177663366991989;0.0379208411804063;0.0882537684277931;0.1198232763417111;0.0525194736051851;0.0804059037805289;0.16761168870447207
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;False;False;True;True;False;False;True;True;1499e16e7516ca0d71a28b7cd91f45a2b4bbb5512cd3cdfad57aa5eb66c0a7c9;0.3096502225866434;0.3861551077951163;0.4255482287868946;0.4283871989702674;0.4226325827812761;0.3097568962694113;0.9074681597827016;0.5567239206062023;0.2417957887289591;0.1788401288398631;0.2512465583918571;0.4175788733567137;0.27799530200069134
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;True;True;False;94a5c191293c090743c460b37585a959e89d331c49e08112b00ebc8393f130d2;0.8066733584873577;0.6574547283393338;0.6441925788511442;0.919579442084411;0.9234502486408812;0.8064771893897602;0.4564880664854343;0.7904755348984809;0.4534343610321574;0.4391498871146523;0.4013812666135216;0.6556828870510439;0.4469045502615454
False;True;False;False;False;True;True;True;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;6ba6eb629834351e4b62401f3b3b052da9396f52e10d57ee60c5a28f52df1b98;0.6058656843769802;0.5993101043237903;0.5068756354503448;0.5545230164824463;0.544862389198754;0.6058510229881237;0.4111861409146233;0.4268190278941991;0.5359400965124854;0.4494449798363479;0.7650483994605347;0.5059653936895743;0.412060943250514
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;41bfab3234bad43e2ec5a18e8bb20810c71c3479d8cebdc7617ec430c0198754;0.1051253674323661;0.3485766388914086;0.0787198888038748;0.0835674419689027;0.0853153238906396;0.1050434077424885;0.0318599846108045;0.0609105570950419;0.0903915583399939;0.1247931638584858;0.0940972174362549;0.0816837354867489;0.2118120100250705
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;True;True;True;True;3a6e75c5594ecefb04102e5cd4a70b72543c99e31f3668c6dc8aea98ca2682bd;0.8249467798073221;0.7213863212483631;0.4831849044295181;0.6575344788597567;0.6590485100091551;0.8247592177247739;0.2585750505202285;0.4850909141952894;0.5637085032153414;0.5801479097897106;0.6201291480036644;0.4971373244428768;0.486077733264041
True;True;False;True;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;d93e55a03f9785c5532b8230589fe787881a170d473ccdf1d5f5fc19e6fe6926;0.4535808570248265;0.5850039708421332;0.4621274308153397;0.3560197828612853;0.3554077594230851;0.4532138778888531;0.1605271671594101;0.2580325387258724;0.8328329898304774;0.7627010616169498;0.5369906867869264;0.4580198304913745;0.3937889929053497
True;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;992dd53544c4433555aa9daa2dc2e818535a68e7a28adf38c8b213664ff33de2;0.4535808570248265;0.5850039708421332;0.4621274308153397;0.3560197828612853;0.3554077594230851;0.4532138778888531;0.1605271671594101;0.2580325387258724;0.8328329898304774;0.7627010616169498;0.5369906867869264;0.4580198304913745;0.3937889929053497
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;bbb8e24298c99f1b97e273b985cd1f06263cf48b8ab3d40b92245df633673323;0.8063487964928716;0.6545331414843191;0.6367944311959546;0.923544589404179;0.919714149914316;0.8061300614532008;0.4613680637571249;0.7890471669384761;0.4520497752498914;0.4308465501760265;0.4077348498267711;0.6473657697155573;0.4454172347188293
False;True;False;False;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;True;e80fee78ff59cf5cca2c0d467230b89253a55e69f34f3be604d32f431e7636f0;0.5486886041077988;0.6047949853994317;0.3805470892586648;0.4330942223502527;0.4248426301222816;0.5486693864808433;0.2483383841496733;0.3007576028100814;0.5375790139968292;0.51729646926787;0.9938775773058504;0.3873315424368888;0.41526355922659425
False;True;False;False;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;False;False;True;True;False;True;True;True;f89fc04ca01a410f6bf2cff313bcef9d9fe749d2aef648f045f128e80683f0f1;0.5486886041077988;0.6047949853994317;0.3805470892586648;0.4330942223502527;0.4248426301222816;0.5486693864808434;0.2483383841496733;0.3007576028100814;0.5375790139968292;0.5172964692678701;0.9938775773058504;0.3873315424368888;0.41526355922659425
True;True;True;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;decdedefc1978c2c7b364d342f4b4721a0d1a7473f7cdca52511a6523ba253c8;0.6914723247409043;0.6961807428888352;0.3954664020727186;0.5158453089050399;0.5189897562671637;0.6914454159952041;0.1840936659312692;0.3479832254404107;0.5136350917863923;0.618622795438949;0.6080231489786652;0.4140398882664641;0.4673787734673176
False;True;False;True;False;True;True;True;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;False;False;False;True;False;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;acb53af02f245befef4357295d7b10e68dbc07bad8bcac0edd3bf45b77289173;0.3350573886785137;0.4225394301461299;0.6109733166271902;0.4631378511701297;0.4651136314785385;0.3349557403544213;0.6386763091337134;0.5899562598419625;0.2843011802891343;0.2732468156318006;0.1868604161542628;0.617515483728281;0.3016439106519261
False;True;False;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;True;True;True;b8034835938bc6ea5b07d3756acd23e4b0a6aba90eef5ea829843f6636a453a3;0.6058656843769802;0.5993101043237903;0.5068756354503448;0.5545230164824463;0.544862389198754;0.6058510229881237;0.4111861409146233;0.4268190278941991;0.5359400965124854;0.4494449798363479;0.7650483994605347;0.5059653936895743;0.412060943250514
False;True;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;0c053f5fa9789b7e063b126488bad3b42c2f703edee5c104783e0a32568f730b;0.432215659386083;0.4428651007376778;0.4725882563829391;0.61927881769359;0.6173877744668927;0.4320432513691856;0.7150881524961344;0.7968342083556181;0.2395543448186823;0.2070154337598048;0.2057262859595892;0.4716114095002727;0.3188868909030739
False;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;87f16b38547b8ae03027a99ddbb62857d87138cfe3f8f36d9f1eb812716518a9;0.432215659386083;0.4428651007376778;0.4725882563829391;0.61927881769359;0.6173877744668927;0.4320432513691856;0.7150881524961344;0.7968342083556181;0.2395543448186823;0.2070154337598048;0.2057262859595892;0.4716114095002727;0.3188868909030739
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;True;False;False;True;False;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;8f3e234b1144e5ca38d1fe8eb04c79bc25af7b972191f57fe9cea5c2311ce0eb;0.3563916725125811;0.416320920494005;0.4493316321548432;0.4999841616415758;0.4950813303752099;0.3565066793627152;0.9759829224051364;0.6418129856856227;0.2419208381816849;0.1853032283933593;0.2484718954342621;0.442866025943254;0.29925343854983166
False;True;False;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;1635920c89da99e2d47a74ef09d0643a04c00fbb2500fad9767ade91b8d1f059;0.4632051958781437;0.6167590049635905;0.4733721623079521;0.3555847740466558;0.3596889600544601;0.4630123712372192;0.1405924571035917;0.2564002418999903;0.6440549330309319;0.8625519254221679;0.4870144176246689;0.4925981916088938;0.4097045740888065
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;f21873f811cf6a8d5399191f86283165a27a1787db4b2ab921b45693dd45f866;0.4632051958781437;0.6167590049635905;0.4733721623079521;0.3555847740466558;0.35968896005446;0.4630123712372192;0.1405924571035917;0.2564002418999903;0.6440549330309319;0.8625519254221679;0.4870144176246689;0.4925981916088938;0.4097045740888065
False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;True;ae706a55da04b1b05fe653d28ee1dbea96e572b5a6c3d615e029c225079850c0;0.1601370847609448;0.4204848339026952;0.1149445159812811;0.1182195655111842;0.1216423421040445;0.1601206608379057;0.0434019478767323;0.0889016014583383;0.1494282849470861;0.1985488761901241;0.1690305036846223;0.1197244247078265;0.26188295910699544
False;True;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;a13dde70a40f4680afd54e93b8b03dfbb64eda2b2ded63fcf47d18d999fcfaf3;0.5375868485968426;0.5747319083768828;0.7575523038035531;0.5885542960619651;0.586042190928444;0.5373699341834124;0.4598381576824146;0.5347997774581106;0.6969360550390291;0.5120007159324009;0.3919793866715405;0.7195147170297199;0.3943395529577433
False;True;False;True;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;c39995c09bb7005fcfe9aa7a1a98f1f2201fe78446de5b2c2561c20bca8d7ea1;0.5375868485968426;0.5747319083768828;0.7575523038035531;0.5885542960619651;0.586042190928444;0.5373699341834125;0.4598381576824145;0.5347997774581106;0.6969360550390291;0.5120007159324009;0.3919793866715405;0.7195147170297199;0.3943395529577433
False;True;True;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;False;False;True;False;True;True;True;False;e7d32b7c97b04c01767a56e10d9e7c1ae340a78170ad1ed195fdc7c460f854ae;0.5883103243970143;0.6639166188730884;0.6990314785850829;0.495219643801169;0.4995844936040542;0.5881217759405852;0.2301302434150171;0.3687771860368283;0.7698642949599712;0.9140910391608824;0.5174413684384457;0.7000050448312611;0.4460162572351105
False;True;True;False;False;True;True;False;True;True;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;True;1b64ae70cd79dca78923b128f9fa45e2354028906e513ab062eaa900f5d908ed;0.607052994587665;0.5628976160752687;0.5642036802573487;0.789276763004229;0.787283562244028;0.6071825764122294;0.6910501484897137;0.9097822745403092;0.3540702111071602;0.3026501755412953;0.3278591645381644;0.5627271709879401;0.394781039279487
True;True;False;True;False;True;True;False;False;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;ea13f5b85bbbe5e2c0912e69677378155e70618d174f02ca06a68fceaa241a7d;0.1415469301551493;0.3829864829152883;0.1720585747539133;0.1074231018324903;0.1119700152819266;0.1413690235184673;0.0364406314628706;0.0769679520329451;0.2304152773347944;0.3154543851795031;0.1300640287877752;0.1812728500172805;0.24320858610215554
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;f6023ebdfd1f0b0dc73d30cbd82928a348b28d16b270a498b43ff6aa4df45312;0.6058656843769802;0.5993101043237903;0.5068756354503448;0.5545230164824463;0.544862389198754;0.6058510229881237;0.4111861409146233;0.4268190278941991;0.5359400965124854;0.4494449798363479;0.7650483994605347;0.5059653936895743;0.412060943250514
False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;True;True;False;58685694e76a369b8407780d9df2a0952aa2d8288ac7e0cd3d78561e5b87a81a;0.6122775102739406;0.6302043119267708;0.3686664566946717;0.4783508501728474;0.4707948584508138;0.6123931693525064;0.2509247410419535;0.3236706187958156;0.4990416201031433;0.5016847872423338;0.9002880837720453;0.3818294739923764;0.429757755463865
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;True;True;True;False;c3ee40f026b122615a72815df4cf9d5442980be3583642a3cc96dcaf844d69d1;0.1192819379861161;0.3733016382818409;0.1461108454736356;0.0900820389307352;0.0939544483614542;0.1192154209782706;0.0291121681257108;0.0623771484569196;0.1889578339251283;0.2633978199119778;0.1111047902358186;0.1542343308827827;0.23437516962185487
False;True;True;True;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;True;True;False;bf983fa3e053a35f3ee86ed7bafbdd82b4d33ac75b9a7cc0f58e1da7b6943b9a;0.1136948719366057;0.3647609456603322;0.1418974509249803;0.0868958035416562;0.0903350950680569;0.1135871079532448;0.0284756047830068;0.0589549058028597;0.1811314271932605;0.2527500243960117;0.1049303285818222;0.1478452967113608;0.2285570497943866
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;True;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;1206f550bbff87dc90a0c5a90c8360ecc6cd03591b41f1bce69eb75e97fb27e4;0.3065162405516182;0.3914710479743171;0.5287233466189789;0.4290689910664601;0.4274889006612751;0.3064149801693696;0.6500814147314332;0.5507367962801117;0.3238145641989294;0.2361935402569488;0.1836283191185154;0.5016129025902243;0.28056038885407314
False;True;False;False;False;True;True;True;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;441494eedf7f7a979ac47d9a8dfb57c5b3c658e87ad28d0c9e9af2ae39039b16;0.0724154780149958;0.2892916273068485;0.0607703451791509;0.0600531493693868;0.0615270617210643;0.0724330137100765;0.0241400434209486;0.0462706442591387;0.0684104691200533;0.0924478025276939;0.064177681782594;0.0626857223607549;0.1759643880568822
False;True;False;False;False;True;True;True;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;True;c22ba642e3facccbf0e9ce45b4331bb70686b949430351f4a178e41c3a391885;0.6058656843769802;0.5993101043237903;0.5068756354503448;0.5545230164824463;0.544862389198754;0.6058510229881237;0.4111861409146233;0.4268190278941991;0.5359400965124854;0.449444979836348;0.7650483994605347;0.5059653936895744;0.41206094325051407
False;True;True;False;False;True;True;False;True;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;a46dbbc55af17e73f51ef0d190020540248f3854262249ff5fa7362c25f41882;0.6190773016539525;0.5602223537037753;0.5871008935468649;0.8139038449146954;0.8139595949458798;0.6190089882736486;0.6446336472683405;0.8942083675788977;0.3462382947383685;0.3110360518871386;0.302602102274178;0.5881391554502862;0.3933037505151487
