spatial_smoothing/fwhm/12;spatial_smoothing/tool/spm;slice_timing_correction/ref_slice/middle;signal_modeling/hrf/temporal_dispersion_derivs;spatial_normalization/bias_fwhm/130;spatial_normalization/template;signal_modeling/hrf;signal_modeling/nuisance_regressors/motion/18;spatial_smoothing/fwhm/2;coregistration/cost_function/mutual_information;coregistration;signal_modeling/nuisance_regressors/comp_cor;signal_modelling/temporal_noise_autocorrelation/FAST;coregistration/tool;spatial_normalization/algorithm/DARTEL;spatial_normalization/interpolation/bspline;spatial_normalization/bias_regularisation;spatial_normalization/template/MNI152_linear;coregistration/cost_function;coregistration/source_target;spatial_normalization/bias_regularisation/extremely_light;signal_modeling/nuisance_regressors/motion/24;coregistration/tool/spm;spatial_normalization/bias_fwhm/40;spatial_normalization/bias_fwhm/30;spatial_normalization/template/Ixi549Space;spatial_smoothing/fwhm/4;motion_correction_realignment/register_to/mean;spatial_normalization/bias_fwhm/150;segmentation;spatial_normalization/tool;spatial_normalization/algorithm/linear;spatial_normalization/bias_regularisation/medium;distorsion_correction;spatial_smoothing/fwhm/6;spatial_normalization/bias_fwhm/100;motion_correction_realignment/register_to/first;spatial_normalization/interpolation/trilinear;slice_timing_correction;slice_timing_correction/tool;spatial_normalization/bias_regularisation/heavy;spatial_normalization/bias_regularisation/light;spatial_normalization/interpolation;spatial_normalization/bias_fwhm/70;spatial_normalization/bias_fwhm/60;signal_modeling/nuisance_regressors/motion;spatial_normalization/template/MNI152_nonlinear;spatial_smoothing/tool;coregistration/cost_function/entropy_correlation_coefficient;signal_modeling/tool/SPM;motion_correction_realignment;signal_modeling/hrf/temporal_derivs;signal_modeling/nuisance_regressors;signal_modeling/tool;spatial_normalization/tool/spm;signal_modelling/temporal_noise_autocorrelation/AR1;signal_modelling/temporal_noise_autocorrelation;coregistration/cost_function/normalised_mutual_information;slice_timing_correction/ref_slice;coregistration/cost_function/normalised_cross_correlation;spatial_normalization/bias_fwhm/90;preprocessing;spatial_smoothing/fwhm;coregistration/source_target/func_on_anat;spatial_normalization/algorithm/nonlinear;spatial_normalization/template/MNI305;spatial_normalization/bias_fwhm/120;motion_correction_realignment/tool/spm;spatial_normalization/algorithm;motion_correction_realignment/tool;motion_correction_realignment/register_to;slice_timing_correction/tool/spm;spatial_normalization;spatial_smoothing/fwhm/14;spatial_smoothing;spatial_normalization/bias_fwhm/80;spatial_smoothing/fwhm/10;spatial_normalization/bias_fwhm;spatial_normalization/bias_regularisation/very_light;pipeline;coregistration/source_target/anat_on_func;signal_modeling/nuisance_regressors/motion/6;spatial_normalization/bias_fwhm/110;spatial_normalization/bias_fwhm/140;signal_modeling;slice_timing_correction/ref_slice/first;spatial_smoothing/fwhm/8;spatial_normalization/interpolation/nearest_neighbour;first_level;signal_modeling/hrf/canonical;id;from_ref;from_mean
False;True;True;True;False;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;aac478fa5ef690cd1dc7dd86ab8cdd5afd7b8db536bb83b85f8f3925892bf88a;0.45871835104562025;0.5253327236682671
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;True;9ba10ae973fa44dc5c4eb613b7ed466357c8ef23ba55bf444cb31bc526ed0e5d;0.13206869268731006;0.3655090410429285
False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;False;True;True;47f1f7c2b0a1d36ddcb339186e3e9fa4d40c6ff890482b6fcb959075423d2c08;0.13206869268731006;0.3655090410429285
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;True;False;False;True;True;False;True;True;True;0f6657fdd3de492f7f0e1e6f4f36d112e0ab6d3a046e53ea4972ad377201e5f5;0.13206869268731006;0.3655090410429285
False;True;True;True;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;f59d9af0f206a776e86224259d8c0076b87172dace9cf1ad00d745f5debf411f;0.5881891412035385;0.6637625430647676
False;True;False;True;False;True;True;False;True;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;True;True;False;052fc61cb6f5cfb11c3bfa7c0f9550db7df0cede4df842529decb0251511c7a7;0.42355435839159955;0.49016566704076725
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;False;False;False;True;False;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;8d1c085f6f241954d74372b36edfb85ad3b73ace627f891f67da8134da8f4608;0.42131306636676363;0.43513824134806195
False;True;True;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;8fe770322a7a4ea82ea9da836852da37759df681bc8713210728414574ace701;0.7780304236065837;0.7162995570085005
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;False;True;False;False;True;False;False;False;True;True;7889b6482d38cada23fad0b94c63eb1c4e90b9d1c442ee9568363c1413f80552;0.7344086517957163;0.7124810330716188
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;True;True;False;False;True;False;False;False;True;False;cdcc774bdf7f1a59edb2342dd1132ae892afe79054cd91b0ebb1aaae79424774;0.7554606783258216;0.7143936489706745
False;True;False;True;False;True;True;False;True;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;True;True;False;88214f67fdbdaa4e0130d6c55c780e78e2f5015fb6ae64d60c9cf52de68e10cf;0.04669471775550014;0.24609843580863341
False;True;False;True;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;True;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;f8acbe87c054414c3ad5d6c3bc325cac4c8464ec3dbba2f9ef7f3b16853275de;0.031838813737578166;0.19383948800552164
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;False;True;True;False;True;False;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;b7da17322638c0ac606a13b8848eba5005c4006fc0e54cdade5233d3ef685005;0.031838813737578166;0.19383948800552164
False;True;True;False;False;True;True;False;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;d02ed844bd329d860d4d18c39ee83298c165dcad437101205478cf535d7f7dc6;0.883336379090219;0.7283414594469473
False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;6d8025bc77758e909ae94d14b9412dcf44d30d8c694e368b1608c7e0f6e81858;0.883336379090219;0.7283414594469473
False;True;False;True;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;True;True;False;8818dbfab90f9fd2ad46d49e24c01a4266737388170aa7b843a219cb7942eefe;0.5980809562328008;0.6715083647219691
False;True;True;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;True;6ceccaddfa7c20e8c20f0ec1d104a1e78f9acd5fb074321e9613cc08e2eabfe0;0.9190635029172396;0.7199463107245615
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;True;bca2d71506e1627c731114502de8408adced32fc3ee329c198fe206baa21c6f5;0.09133844187770448;0.32584312694669293
False;True;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;False;True;True;False;True;False;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;35837adc93b024088da35e75a3a00753b8c7ea6f72e89f1db5308bdae072e38a;0.04804940889336438;0.2230413078289319
False;True;False;True;False;True;True;False;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;True;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;True;False;False;True;True;False;True;True;False;757ead7874ebd61b487658c316fb67a2e4e1c1149f3ced3639899f4bf0e7c3ed;0.5774430933636079;0.6101848997481333
False;True;False;False;False;True;True;False;False;True;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;59cd2e92295b8e036499fb22cb03462ab15f283d5227e712d934ef5d67e2667f;0.8064940031794035;0.6545358008591129
False;True;False;False;False;True;True;False;False;True;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;5c66416e67caa81a09bff7fe779b498f216a50e0d7b01aaef46ab307e8d63960;0.8064940031794035;0.6545358008591129
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;True;False;False;False;True;False;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;cb641eee663d38a3b0dc0bf5f91e323aac9003906053b7869d130282e6141ff6;0.4206141284373677;0.4431593633613639
False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;False;True;True;False;True;True;False;c515fbc1237187bd5d43bbadc4da9cb45772cb48ecc018e8a1e4c28b26c0c158;0.17145827769487776;0.4034845943797751
False;True;True;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;True;dbfe26aebca5cd1b672c65499425ee5b9dee0d3b4df97445185332f3122bda16;0.8132644463203677;0.6677025364509602
False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;9b697907f0db5c9a7eae64ea44ce10959a3b0ad31a5a80b82f1e27e2cf24da18;0.17145827769487776;0.4034845943797751
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;True;True;False;True;True;False;True;False;False;True;True;True;True;True;True;True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;False;145ec2ded4b0734e2e452504e399d94589fcb4997bb248f36f8874bb15531831;0.17145827769487776;0.4034845943797751
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;True;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;True;False;e34c74773a7bbb0fd7a9d0bc371f2ef6e0484341878e72e0194e8b29d446f0aa;0.9276845094796097;0.7106652892610495
False;True;False;False;False;True;True;False;True;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;4c21f58b51a87285ff09658052abe63266d1fe28b28e486b66d75b13c7626e76;0.5997270376195634;0.5491666899491859
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;2914f537a429b98eceef1cde9b15d5c91a2ba5f96ba638fde9da8da477db0fd4;0.6126531001376933;0.6721978607528422
False;True;True;False;False;True;True;False;True;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;True;True;False;57e6c419bf083bb43943158fc7cb63e329c85b519c2a69a35485f7bdc493d10b;0.07126034613010372;0.28601571027119294
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;False;True;False;False;True;False;False;True;True;True;80657df9d4dec067e437acc57a1b3ab928e71759ddec14b46dcb0f26a59eeef6;0.7369739573408912;0.7102236956620903
False;True;True;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;False;False;True;False;True;True;True;False;e8bb64edc8884cc577099742d5428af8cf26810a38dc52ad3bee34e777de3466;0.8782740942641332;0.72705675425196
False;True;False;False;False;True;True;False;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;True;True;False;False;False;False;True;True;False;False;False;True;False;False;True;True;True;ada6a6e4dacf40a99f6ad04fca9f0fa30a8d36faa0e6104934d02def3096694a;0.6025893421815695;0.66463578962179
False;True;True;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;7053e6dea924b15cbfdae09e8991f1968ed05fb9cf41e8e5d77a7fad6eb5eb75;0.8782740942641332;0.72705675425196
False;True;False;False;False;True;True;False;True;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;True;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;False;True;True;False;7103aabb0c334bdd496822ae971307364114e4223d50af10023f44a3d1056db0;0.6008971117086229;0.5510880134200659
True;True;True;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;True;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;20b30648ff73e7fdb409e4926b9132fb7def5c0f6a41ba1c256322bace9b0b5f;0.6768652770239596;0.695398734699887
False;True;False;True;False;True;True;False;True;False;True;False;False;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;True;True;False;False;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;7e2c24224417094a5c8e3204b34fbed98684f8b796379531271828e0fc02e97a;0.4235313615544291;0.4901724285577731
False;True;False;True;False;True;True;False;True;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;False;False;True;False;3c9051dec85b78f9017eb03120a95b60a58aab14ef4f4ad8538912c6c9833167;0.46700462031148204;0.5319321489830644
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;True;False;False;False;True;True;False;False;True;False;False;False;False;True;True;True;True;True;False;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;4aa5b4c04266b7d8652646fd31cd2dca6f8923e5117b87917c927aaccb8a67a9;0.6951070180340678;0.6305645168836862
False;True;True;True;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;True;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;db306050068ffe6075a71b03187f203e1f703af252b1dda5b451567ec329da18;0.07905504553051136;0.3208519848138998
False;True;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;True;True;True;False;31156f52b2d3a63c4ef0974bc2012f691d36dfab57e5a6074113f3d35bed4206;0.5458711731464428;0.6119133237354015
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;True;False;False;True;True;False;True;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;False;True;False;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;True;0a2bb057c089987f316839972d41646f434d50556e6baaf7da7fa24e9835f5d6;0.7369739573408912;0.7102236956620903
False;True;True;False;False;True;True;True;False;True;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;7f594d057d7ac80c82654dd762d6752dc5f045769b3367c8b73a47e915702fd3;0.8360711965568186;0.6634538411141752
False;True;False;False;False;True;True;True;False;False;True;False;True;True;False;True;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;True;False;0e2f85190593612395279ed1ce24dc173149ac2640d16241a1d841b1540aa1a8;0.1626469886492289;0.41898855980388783
False;True;False;True;False;True;True;True;True;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;True;True;False;False;True;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;3d22a9c5400414020898a40109ac87b650066beab67be64943f8cf1b086827f2;0.060025560779933464;0.2733861739804097
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;False;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;True;False;False;True;True;False;False;True;True;1499e16e7516ca0d71a28b7cd91f45a2b4bbb5512cd3cdfad57aa5eb66c0a7c9;0.3096502225866434;0.3861551077951163
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;False;True;False;False;True;False;False;True;True;False;94a5c191293c090743c460b37585a959e89d331c49e08112b00ebc8393f130d2;0.8066733584873577;0.6574547283393338
False;True;False;False;False;True;True;True;False;True;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;False;True;False;False;True;True;False;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;6ba6eb629834351e4b62401f3b3b052da9396f52e10d57ee60c5a28f52df1b98;0.6058656843769802;0.5993101043237903
False;True;False;False;False;True;True;False;False;False;True;False;True;True;False;False;False;False;True;True;False;True;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;True;True;True;True;False;True;False;False;True;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;41bfab3234bad43e2ec5a18e8bb20810c71c3479d8cebdc7617ec430c0198754;0.10512536743236615;0.34857663889140866
False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;True;True;True;True;True;False;False;False;False;True;True;False;True;False;False;True;True;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;True;False;True;True;True;True;3a6e75c5594ecefb04102e5cd4a70b72543c99e31f3668c6dc8aea98ca2682bd;0.8249467798073221;0.7213863212483631
True;True;False;True;False;True;True;True;False;False;True;False;True;True;False;False;False;False;True;True;False;False;True;False;False;True;False;True;False;True;True;False;False;True;False;False;False;True;True;True;False;False;True;False;False;True;False;True;False;True;True;False;True;True;True;False;True;True;True;False;False;True;True;True;True;False;False;True;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;d93e55a03f9785c5532b8230589fe787881a170d473ccdf1d5f5fc19e6fe6926;0.45358085702482653;0.5850039708421332
