train_size;f1_score;feature_importance;decision_tree;nb_features;nb_clusters;silhouette_score;recall;precision;iteration
140;1.0;{'coregistration/source_target/func_on_anat': np.float64(0.6208425720620843), 'coregistration/cost_function/normalised_cross_correlation': np.float64(0.37915742793791574)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.235<br/>samples = 100.0%<br/>value = [0.864, 0.136]>, fillcolor=""#e99558""] ;
1 [label=<gini = 0.0<br/>samples = 70.7%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/func_on_anat &le; 0.5<br/>gini = 0.497<br/>samples = 29.3%<br/>value = [0.537, 0.463]>, fillcolor=""#fbeee4""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 13.6%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 15.7%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.5071273707834852;1.0;1.0;1
210;1.0;{'coregistration/source_target/func_on_anat': np.float64(0.6536502546689306), 'coregistration/cost_function/normalised_cross_correlation': np.float64(0.34634974533106955)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.202<br/>samples = 100.0%<br/>value = [0.886, 0.114]>, fillcolor=""#e89153""] ;
1 [label=<gini = 0.0<br/>samples = 72.9%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/func_on_anat &le; 0.5<br/>gini = 0.488<br/>samples = 27.1%<br/>value = [0.579, 0.421]>, fillcolor=""#f8ddc9""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 11.4%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 15.7%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.48770009329543396;1.0;1.0;1
280;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.3806584362139918), 'coregistration/source_target/anat_on_func': np.float64(0.6193415637860081)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.229<br/>samples = 100.0%<br/>value = [0.868, 0.132]>, fillcolor=""#e99457""] ;
1 [label=<gini = 0.0<br/>samples = 71.4%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.497<br/>samples = 28.6%<br/>value = [0.538, 0.462]>, fillcolor=""#fbede3""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 15.4%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 13.2%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.501204874465189;1.0;1.0;1
350;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.4199243379571249), 'coregistration/source_target/anat_on_func': np.float64(0.5800756620428751)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.224<br/>samples = 100.0%<br/>value = [0.871, 0.129]>, fillcolor=""#e99456""] ;
1 [label=<gini = 0.0<br/>samples = 74.0%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.5<br/>samples = 26.0%<br/>value = [0.505, 0.495]>, fillcolor=""#fefcfb""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 13.1%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 12.9%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.5057446484829966;1.0;1.0;1
420;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.41504178272980513), 'coregistration/source_target/anat_on_func': np.float64(0.5849582172701949)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.248<br/>samples = 100.0%<br/>value = [0.855, 0.145]>, fillcolor=""#e9965b""] ;
1 [label=<gini = 0.0<br/>samples = 71.0%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.5<br/>samples = 29.0%<br/>value = [0.5, 0.5]>, fillcolor=""#ffffff""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 14.5%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 14.5%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.5032992311276872;1.0;1.0;1
489;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.4062477003458681), 'coregistration/source_target/anat_on_func': np.float64(0.5937522996541319)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.218<br/>samples = 100.0%<br/>value = [0.875, 0.125]>, fillcolor=""#e99355""] ;
1 [label=<gini = 0.0<br/>samples = 74.0%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.499<br/>samples = 26.0%<br/>value = [0.52, 0.48]>, fillcolor=""#fdf5f0""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 13.5%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 12.5%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.5051417664492314;1.0;1.0;1
560;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.45803204800287567), 'coregistration/source_target/anat_on_func': np.float64(0.5419679519971243)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.247<br/>samples = 100.0%<br/>value = [0.855, 0.145]>, fillcolor=""#e9965a""] ;
1 [label=<gini = 0.0<br/>samples = 73.0%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.497<br/>samples = 27.0%<br/>value = [0.464, 0.536]>, fillcolor=""#e4f2fb""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 12.5%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 14.5%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.5081515652891267;1.0;1.0;1
630;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.45526209405740464), 'coregistration/source_target/anat_on_func': np.float64(0.5447379059425953)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.238<br/>samples = 100.0%<br/>value = [0.862, 0.138]>, fillcolor=""#e99559""] ;
1 [label=<gini = 0.0<br/>samples = 74.0%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.498<br/>samples = 26.0%<br/>value = [0.47, 0.53]>, fillcolor=""#e8f4fc""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 12.2%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 13.8%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.508953959100688;1.0;1.0;1
700;1.0;{'coregistration/cost_function/normalised_cross_correlation': np.float64(0.43712307348670976), 'coregistration/source_target/anat_on_func': np.float64(0.5628769265132902)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.235<br/>samples = 100.0%<br/>value = [0.864, 0.136]>, fillcolor=""#e99558""] ;
1 [label=<gini = 0.0<br/>samples = 73.6%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.5<br/>samples = 26.4%<br/>value = [0.486, 0.514]>, fillcolor=""#f5fafe""] ;
0 -> 2 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
3 [label=<gini = 0.0<br/>samples = 12.9%<br/>value = [1.0, 0.0]>, fillcolor=""#e58139""] ;
2 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 13.6%<br/>value = [0.0, 1.0]>, fillcolor=""#399de5""] ;
2 -> 4 ;
{rank=same ; 0} ;
{rank=same ; 2} ;
{rank=same ; 1; 3; 4} ;
}";2;2;0.5065776036781033;1.0;1.0;1
140;0.6531175365780139;{'coregistration/source_target/func_on_anat': np.float64(0.07687239182956292), 'coregistration/cost_function/normalised_cross_correlation': np.float64(0.19002005058699334), 'coregistration/source_target/anat_on_func': np.float64(0.23607263555401256), 'signal_modeling/nuisance_regressors/motion': np.float64(0.4970349220294311)};"digraph Tree {
node [shape=box, style=""filled, rounded"", color=""black"", fontname=""helvetica""] ;
graph [ranksep=equally, splines=polyline] ;
edge [fontname=""helvetica""] ;
0 [label=<signal_modeling/nuisance_regressors/motion &le; 3.0<br/>gini = 0.465<br/>samples = 100.0%<br/>value = [0.7, 0.164, 0.136]>, fillcolor=""#eeae80""] ;
1 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.293<br/>samples = 20.0%<br/>value = [0.0, 0.821, 0.179]>, fillcolor=""#64eb9c""] ;
0 -> 1 [labeldistance=2.5, labelangle=45, headlabel=""True""] ;
2 [label=<gini = 0.0<br/>samples = 12.9%<br/>value = [0.0, 1.0, 0.0]>, fillcolor=""#39e581""] ;
1 -> 2 ;
3 [label=<coregistration/source_target/func_on_anat &le; 0.5<br/>gini = 0.5<br/>samples = 7.1%<br/>value = [0.0, 0.5, 0.5]>, fillcolor=""#ffffff""] ;
1 -> 3 ;
4 [label=<gini = 0.0<br/>samples = 3.6%<br/>value = [0.0, 0.0, 1.0]>, fillcolor=""#8139e5""] ;
3 -> 4 ;
5 [label=<gini = 0.0<br/>samples = 3.6%<br/>value = [0.0, 1.0, 0.0]>, fillcolor=""#39e581""] ;
3 -> 5 ;
6 [label=<coregistration/cost_function/normalised_cross_correlation &le; 0.5<br/>gini = 0.219<br/>samples = 80.0%<br/>value = [0.875, 0.0, 0.125]>, fillcolor=""#e99355""] ;
0 -> 6 [labeldistance=2.5, labelangle=-45, headlabel=""False""] ;
7 [label=<gini = 0.0<br/>samples = 57.9%<br/>value = [1.0, 0.0, 0.0]>, fillcolor=""#e58139""] ;
6 -> 7 ;
8 [label=<coregistration/source_target/anat_on_func &le; 0.5<br/>gini = 0.495<br/>samples = 22.1%<br/>value = [0.548, 0.0, 0.452]>, fillcolor=""#fae9dc""] ;
6 -> 8 ;
9 [label=<gini = 0.0<br/>samples = 12.1%<br/>value = [1.0, 0.0, 0.0]>, fillcolor=""#e58139""] ;
8 -> 9 ;
10 [label=<gini = 0.0<br/>samples = 10.0%<br/>value = [0.0, 0.0, 1.0]>, fillcolor=""#8139e5""] ;
8 -> 10 ;
{rank=same ; 0} ;
{rank=same ; 1; 6} ;
{rank=same ; 3; 8} ;
{rank=same ; 2; 4; 5; 7; 9; 10} ;
}";4;3;0.31157711958739653;0.658432106467041;0.6616161616161617;1
